
# Surface 0 of 1 surfaces

# Curve title: "'Datos/dataContour.txt'"

# IsoCurve 0, 100 points
# x y z type
 93  99 -1.49144e-07 o

# IsoCurve 7, 100 points
# x y z type
 92  0 -2.56276e-07 o
 92  1 -3.83807e-07 o
 92  2 -7.58997e-07 o
 92  3 -1.2719e-06 o
 92  4 -1.53137e-06 o
 92  5 -8.35457e-07 i
 92  6  1.41525e-06 i
 92  7  4.80836e-06 i
 92  8  7.94347e-06 i
 92  9  6.64266e-06 i
 92  10  1.09748e-06 i
 92  11 -8.83028e-06 i
 92  12 -1.77039e-05 i
 92  13 -8.95377e-06 i
 92  14  2.9484e-06 i
 92  15  4.08735e-05 i
 92  16  8.10036e-05 i
 92  17  0.000128373 i
 92  18  0.000223129 i
 92  19  0.000378785 i
 92  20  0.000666893 i
 92  21  0.00111252 i
 92  22  0.00174318 i
 92  23  0.00257812 i
 92  24  0.00362433 i
 92  25  0.00484138 i
 92  26  0.00623531 i
 92  27  0.00775431 i
 92  28  0.00915508 i
 92  29  0.0102425 i
 92  30  0.0110212 i
 92  31  0.0112724 i
 92  32  0.0107967 i
 92  33  0.00979774 i
 92  34  0.0082178 i
 92  35  0.00597994 i
 92  36  0.00351219 i
 92  37  0.000939227 i
 92  38 -0.00172954 i
 92  39 -0.00416712 i
 92  40 -0.00639291 i
 92  41 -0.00836824 i
 92  42 -0.0099407 i
 92  43 -0.0111075 i
 92  44 -0.0121394 i
 92  45 -0.0132996 i
 92  46 -0.0139366 i
 92  47 -0.0135152 i
 92  48 -0.0134378 i
 92  49 -0.0147603 i
 92  50 -0.0156568 i
 92  51 -0.0147603 i
 92  52 -0.0134378 i
 92  53 -0.0135152 i
 92  54 -0.0139366 i
 92  55 -0.0132996 i
 92  56 -0.0121394 i
 92  57 -0.0111075 i
 92  58 -0.0099407 i
 92  59 -0.00836824 i
 92  60 -0.00639291 i
 92  61 -0.00416712 i
 92  62 -0.00172954 i
 92  63  0.000939227 i
 92  64  0.00351219 i
 92  65  0.00597994 i
 92  66  0.0082178 i
 92  67  0.00979774 i
 92  68  0.0107967 i
 92  69  0.0112724 i
 92  70  0.0110212 i
 92  71  0.0102425 i
 92  72  0.00915508 i
 92  73  0.00775431 i
 92  74  0.00623531 i
 92  75  0.00484138 i
 92  76  0.00362433 i
 92  77  0.00257812 i
 92  78  0.00174318 i
 92  79  0.00111252 i
 92  80  0.000666893 i
 92  81  0.000378785 i
 92  82  0.000223129 i
 92  83  0.000128373 i
 92  84  8.10036e-05 i
 92  85  4.08735e-05 i
 92  86  2.9484e-06 i
 92  87 -8.95377e-06 i
 92  88 -1.77039e-05 i
 92  89 -8.83028e-06 i
 92  90  1.09748e-06 i
 92  91  6.64266e-06 i
 92  92  7.94347e-06 i
 92  93  4.80836e-06 i
 92  94  1.41525e-06 i
 92  95 -8.35457e-07 i
 92  96 -1.53137e-06 o
 92  97 -1.2719e-06 o
 92  98 -7.58997e-07 o
 92  99 -3.83807e-07 o

# IsoCurve 8, 100 points
# x y z type
 91  0 -6.43112e-07 o
 91  1 -8.2991e-07 o
 91  2 -1.26648e-06 o
 91  3 -1.5215e-06 o
 91  4 -8.73388e-07 o
 91  5  1.27895e-06 i
 91  6  4.67543e-06 i
 91  7  6.93745e-06 i
 91  8  6.46509e-06 i
 91  9 -4.52345e-07 i
 91  10 -8.80312e-06 i
 91  11 -9.91561e-06 i
 91  12 -5.51515e-06 i
 91  13  2.45069e-05 i
 91  14  4.96957e-05 i
 91  15  8.66032e-05 i
 91  16  0.000142513 i
 91  17  0.000232239 i
 91  18  0.000444502 i
 91  19  0.000799311 i
 91  20  0.00132748 i
 91  21  0.00206344 i
 91  22  0.00303168 i
 91  23  0.00419629 i
 91  24  0.00557039 i
 91  25  0.0071091 i
 91  26  0.00859849 i
 91  27  0.0098115 i
 91  28  0.0106117 i
 91  29  0.0108091 i
 91  30  0.0102883 i
 91  31  0.00905236 i
 91  32  0.00709502 i
 91  33  0.00457815 i
 91  34  0.00162503 i
 91  35 -0.00156995 i
 91  36 -0.00458726 i
 91  37 -0.00730994 i
 91  38 -0.00964982 i
 91  39 -0.011511 i
 91  40 -0.0132293 i
 91  41 -0.014549 i
 91  42 -0.0152524 i
 91  43 -0.0158308 i
 91  44 -0.0164357 i
 91  45 -0.0169694 i
 91  46 -0.0170585 i
 91  47 -0.0168966 i
 91  48 -0.0172717 i
 91  49 -0.017878 i
 91  50 -0.0181078 i
 91  51 -0.017878 i
 91  52 -0.0172717 i
 91  53 -0.0168966 i
 91  54 -0.0170585 i
 91  55 -0.0169694 i
 91  56 -0.0164357 i
 91  57 -0.0158308 i
 91  58 -0.0152524 i
 91  59 -0.014549 i
 91  60 -0.0132293 i
 91  61 -0.011511 i
 91  62 -0.00964982 i
 91  63 -0.00730994 i
 91  64 -0.00458726 i
 91  65 -0.00156995 i
 91  66  0.00162503 i
 91  67  0.00457815 i
 91  68  0.00709502 i
 91  69  0.00905236 i
 91  70  0.0102883 i
 91  71  0.0108091 i
 91  72  0.0106117 i
 91  73  0.0098115 i
 91  74  0.00859849 i
 91  75  0.0071091 i
 91  76  0.00557039 i
 91  77  0.00419629 i
 91  78  0.00303168 i
 91  79  0.00206344 i
 91  80  0.00132748 i
 91  81  0.000799311 i
 91  82  0.000444502 i
 91  83  0.000232239 i
 91  84  0.000142513 i
 91  85  8.66032e-05 i
 91  86  4.96957e-05 i
 91  87  2.45069e-05 i
 91  88 -5.51515e-06 i
 91  89 -9.91561e-06 i
 91  90 -8.80312e-06 i
 91  91 -4.52345e-07 i
 91  92  6.46509e-06 i
 91  93  6.93745e-06 i
 91  94  4.67543e-06 i
 91  95  1.27895e-06 i
 91  96 -8.73388e-07 o
 91  97 -1.5215e-06 o
 91  98 -1.26648e-06 o
 91  99 -8.2991e-07 o

# IsoCurve 9, 100 points
# x y z type
 90  0 -1.34277e-06 o
 90  1 -1.48242e-06 o
 90  2 -1.6048e-06 o
 90  3 -9.52395e-07 o
 90  4  1.17874e-06 o
 90  5  4.49376e-06 i
 90  6  7.63946e-06 i
 90  7  6.38759e-06 i
 90  8  1.04978e-06 i
 90  9 -8.69981e-06 i
 90  10 -1.70295e-05 i
 90  11 -6.69394e-06 i
 90  12  6.69591e-06 i
 90  13  4.84766e-05 i
 90  14  9.61289e-05 i
 90  15  0.000158828 i
 90  16  0.000290239 i
 90  17  0.000511639 i
 90  18  0.000905131 i
 90  19  0.00150882 i
 90  20  0.0023519 i
 90  21  0.00344134 i
 90  22  0.00475878 i
 90  23  0.00622045 i
 90  24  0.00775306 i
 90  25  0.00916575 i
 90  26  0.0101345 i
 90  27  0.0104735 i
 90  28  0.0100852 i
 90  29  0.00874029 i
 90  30  0.0065289 i
 90  31  0.0038092 i
 90  32  0.000580587 i
 90  33 -0.00290826 i
 90  34 -0.00620052 i
 90  35 -0.00923176 i
 90  36 -0.0117817 i
 90  37 -0.01369 i
 90  38 -0.0151832 i
 90  39 -0.0162514 i
 90  40 -0.0169911 i
 90  41 -0.0175095 i
 90  42 -0.0179213 i
 90  43 -0.0183861 i
 90  44 -0.018732 i
 90  45 -0.0192071 i
 90  46 -0.0195005 i
 90  47 -0.0192209 i
 90  48 -0.0194244 i
 90  49 -0.0198981 i
 90  50 -0.0200096 i
 90  51 -0.0198981 i
 90  52 -0.0194244 i
